"Nombre del anuncio",Día,Alcance,Impresiones,Frecuencia,Compras,Divisa,"Importe gastado (CLP)","Configuración de atribución","Clics en el enlace","CTR (todos)","CPC (todos)","CPM (costo por mil impresiones)","Artículos agregados al carrito","Costo por artículo agregado al carrito","Reproducciones de video de 3 segundos","Reproducciones de video hasta el 25%","Reproducciones de video hasta el 50%","Reproducciones de video hasta el 75%","Reproducciones de video hasta el 95%","Reproducciones de video hasta el 100%","Costo por compra","Inicio del informe","Fin del informe"
"Video explicando servicio corto",2025-06-07,2164,2328,1.07578558,,CLP,2047,"7 días tras clic o 1 día tras visualización",61,5.79896907,15.16296296,879.29553265,,,808,593,443,295,163,148,,2025-06-07,2025-06-07
"Video explicando servicio corto",2025-06-07,2057,2282,1.1093826,,CLP,2197,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",37,3.7248028,25.84705882,962.75197195,,,681,523,384,257,140,124,,2025-06-07,2025-06-07
"Video parejas amor",2025-06-07,16,16,1,,CLP,21,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1312.5,,,9,1,,,,,,2025-06-07,2025-06-07
"Video parejas amor",2025-06-07,2,4,2,,CLP,14,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,3500,,,1,,,,,,,2025-06-07,2025-06-07
"Video pareja dcto",2025-06-07,94,100,1.06382979,,CLP,160,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,2,80,1600,,,35,4,1,1,1,1,,2025-06-07,2025-06-07
"Video parejas amor",2025-06-07,36,38,1.05555556,,CLP,28,"7 días tras clic o 1 día tras visualización",,2.63157895,28,736.84210526,,,12,1,,,,,,2025-06-07,2025-06-07
"Video parejas dcto",2025-06-07,44,44,1,,CLP,22,"7 días tras clic o 1 día tras visualización",2,13.63636364,3.66666667,500,,,18,4,,,,,,2025-06-07,2025-06-07
"Video pareja dcto",2025-06-07,1011,1175,1.16221563,,CLP,1680,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",19,2.9787234,48,1429.78723404,,,400,52,18,13,9,8,,2025-06-07,2025-06-07
"Video explicando servicio corto",2025-06-07,108,128,1.18518519,,CLP,170,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0.78125,170,1328.125,,,29,24,18,13,4,4,,2025-06-07,2025-06-07
"Video explicando servicio corto",2025-06-07,2030,2116,1.04236453,,CLP,1985,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",36,3.87523629,24.20731707,938.09073724,,,759,559,428,289,134,113,,2025-06-07,2025-06-07
"Video explicando servicio corto",2025-06-07,1705,1770,1.03812317,,CLP,1486,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",33,4.68926554,17.90361446,839.5480226,,,622,462,359,247,113,107,,2025-06-07,2025-06-07
"Video pareja dcto",2025-06-06,87,89,1.02298851,,CLP,138,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,4.49438202,34.5,1550.56179775,,,42,4,,,,,,2025-06-06,2025-06-06
"Video parejas amor",2025-06-06,234,262,1.11965812,,CLP,287,"7 días tras clic o 1 día tras visualización",5,5.34351145,20.5,1095.41984733,,,105,12,2,2,2,1,,2025-06-06,2025-06-06
"Video explicando servicio corto",2025-06-06,1454,1600,1.10041265,,CLP,1634,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",24,2.5625,39.85365854,1021.25,,,407,305,217,145,87,79,,2025-06-06,2025-06-06
"Video pareja dcto",2025-06-06,56,59,1.05357143,,CLP,78,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1322.03389831,,,23,2,1,1,1,1,,2025-06-06,2025-06-06
"Video explicando servicio corto",2025-06-06,681,716,1.05139501,,CLP,896,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",10,3.2122905,38.95652174,1251.39664804,,,280,206,150,102,46,39,,2025-06-06,2025-06-06
"Video explicando servicio corto",2025-06-06,540,570,1.05555556,,CLP,824,"7 días tras clic o 1 día tras visualización",8,4.21052632,34.33333333,1445.61403509,,,189,141,111,76,39,39,,2025-06-06,2025-06-06
"Video parejas amor",2025-06-06,478,512,1.07112971,,CLP,636,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6,2.734375,45.42857143,1242.1875,,,174,19,2,2,2,1,,2025-06-06,2025-06-06
"Video explicando servicio corto",2025-06-06,155,189,1.21935484,,CLP,247,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2,2.64550265,49.4,1306.87830688,,,55,33,28,20,11,9,,2025-06-06,2025-06-06
"Video parejas amor",2025-06-06,412,463,1.12378641,,CLP,819,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",7,4.96760259,35.60869565,1768.89848812,,,142,19,4,3,3,3,,2025-06-06,2025-06-06
"Video parejas dcto",2025-06-06,540,588,1.08888889,,CLP,504,"7 días tras clic o 1 día tras visualización",6,3.23129252,26.52631579,857.14285714,,,226,24,7,5,4,3,,2025-06-06,2025-06-06
"Video parejas amor",2025-06-06,57,62,1.0877193,,CLP,99,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1596.77419355,,,19,2,,,,,,2025-06-06,2025-06-06
"Video explicando servicio corto",2025-06-06,579,654,1.12953368,,CLP,797,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",11,3.21100917,37.95238095,1218.65443425,,,235,176,132,79,44,42,,2025-06-06,2025-06-06
"Video parejas amor",2025-06-06,321,341,1.0623053,,CLP,488,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",5,2.93255132,48.8,1431.08504399,,,84,11,6,3,3,3,,2025-06-06,2025-06-06
"Video pareja dcto",2025-06-06,639,735,1.15023474,,CLP,1187,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",9,2.85714286,56.52380952,1614.96598639,,,275,36,11,8,8,8,,2025-06-06,2025-06-06
"Video pareja dcto",2025-06-06,403,436,1.08188586,,CLP,782,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3,2.29357798,78.2,1793.57798165,,,163,22,10,9,7,6,,2025-06-06,2025-06-06
"Video parejas amor",2025-06-05,18,18,1,,CLP,39,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,2166.66666667,,,7,,,,,,,2025-06-05,2025-06-05
"Video explicando servicio corto",2025-06-05,73,75,1.02739726,,CLP,120,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,1.33333333,120,1600,,,24,17,13,10,4,3,,2025-06-05,2025-06-05
"Video pareja dcto",2025-06-05,453,473,1.04415011,,CLP,690,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",5,2.53699789,57.5,1458.77378436,,,174,17,8,7,3,2,,2025-06-05,2025-06-05
"Video parejas amor",2025-06-05,1,1,1,,CLP,3,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,3000,,,1,,,,,,,2025-06-05,2025-06-05
"Video explicando servicio corto",2025-06-05,433,467,1.07852194,,CLP,806,"7 días tras clic o 1 día tras visualización",16,5.99571734,28.78571429,1725.91006424,,,154,114,88,59,27,22,,2025-06-05,2025-06-05
"Video explicando servicio corto",2025-06-05,100,102,1.02,,CLP,134,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3,4.90196078,26.8,1313.7254902,,,39,28,20,16,8,8,,2025-06-05,2025-06-05
"Video pareja dcto",2025-06-05,436,443,1.01605505,,CLP,689,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",4,3.16027088,49.21428571,1555.30474041,,,193,25,7,5,5,2,,2025-06-05,2025-06-05
"Video parejas dcto",2025-06-05,84,84,1,,CLP,158,"7 días tras clic o 1 día tras visualización",2,5.95238095,31.6,1880.95238095,,,37,3,1,,,,,2025-06-05,2025-06-05
"Video explicando servicio corto",2025-06-05,132,135,1.02272727,,CLP,199,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,1.48148148,99.5,1474.07407407,,,32,23,18,11,7,7,,2025-06-05,2025-06-05
"Video parejas amor",2025-06-05,24,26,1.08333333,,CLP,40,"7 días tras clic o 1 día tras visualización",1,11.53846154,13.33333333,1538.46153846,,,11,3,1,1,1,,,2025-06-05,2025-06-05
"Video parejas amor",2025-06-05,557,596,1.07001795,,CLP,927,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",8,3.52348993,44.14285714,1555.36912752,,,201,25,7,5,5,4,,2025-06-05,2025-06-05
"Video parejas amor",2025-06-05,328,372,1.13414634,,CLP,593,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",4,1.88172043,84.71428571,1594.08602151,,,140,24,9,4,4,3,,2025-06-05,2025-06-05
"Video pareja dcto",2025-06-05,42,42,1,,CLP,73,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2,2.38095238,73,1738.0952381,,,15,1,,,,,,2025-06-05,2025-06-05
"Video explicando servicio corto",2025-06-05,115,123,1.06956522,,CLP,201,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2,3.25203252,50.25,1634.14634146,,,32,29,20,13,4,3,,2025-06-05,2025-06-05
