"Nombre del conjunto de anuncios","Nombre del anuncio","Nombre de la campaña",Día,Región,Alcance,Impresiones,Frecuencia,Divisa,"Importe gastado (CLP)","Configuración de atribución","Clics en el enlace","CTR (todos)","CPC (todos)","CPM (costo por mil impresiones)","Artículos agregados al carrito",Compras,"Costo por artículo agregado al carrito","Reproducciones de video de 3 segundos","Reproducciones de video hasta el 25%","Reproducciones de video hasta el 50%","Reproducciones de video hasta el 75%","Reproducciones de video hasta el 95%","Reproducciones de video hasta el 100%","Inicio del informe","Fin del informe"
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-07-02,"Tarapacá Region",28,34,1.21428571,CLP,33,"7 días tras clic o 1 día tras visualización",,8.82352941,11,970.58823529,,,,12,,,,,,2025-07-02,2025-07-02
"publico pucon 1","Video pareja dcto","campaña ventas HotBoat",2025-07-02,"Los Ríos Region",18,26,1.44444444,CLP,36,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,7.69230769,18,1384.61538462,,,,9,,,,,,2025-07-02,2025-07-02
"publico pucon 1","Video pareja dcto","campaña ventas HotBoat",2025-07-02,"Araucanía Region",1394,1812,1.29985653,CLP,3024,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",24,3.03532009,54.98181818,1668.87417219,,,,527,,,,,,2025-07-02,2025-07-02
"Test Publicos : Temuco","Video Lluvia","campaña ventas HotBoat",2025-07-02,"Araucanía Region",23,26,1.13043478,CLP,25,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,3.84615385,25,961.53846154,,,,4,,,,,,2025-07-02,2025-07-02
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-07-01,"Valparaíso Region",173,192,1.10982659,CLP,194,"7 días tras clic o 1 día tras visualización",2,5.72916667,17.63636364,1010.41666667,,,,57,,,,,,2025-07-01,2025-07-01
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-07-01,"Los Lagos Region",173,190,1.0982659,CLP,140,"7 días tras clic o 1 día tras visualización",4,4.73684211,15.55555556,736.84210526,,,,54,,,,,,2025-07-01,2025-07-01
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-07-01,"O'Higgins Region",104,112,1.07692308,CLP,87,"7 días tras clic o 1 día tras visualización",2,1.78571429,43.5,776.78571429,,,,36,,,,,,2025-07-01,2025-07-01
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-07-01,"Coquimbo Region",54,59,1.09259259,CLP,64,"7 días tras clic o 1 día tras visualización",1,6.77966102,16,1084.74576271,,,,21,,,,,,2025-07-01,2025-07-01
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-07-01,"Bío Bío Region",177,216,1.22033898,CLP,242,"7 días tras clic o 1 día tras visualización",6,4.16666667,26.88888889,1120.37037037,,,,58,,,,,,2025-07-01,2025-07-01
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-07-01,"Atacama Region",30,31,1.03333333,CLP,24,"7 días tras clic o 1 día tras visualización",,6.4516129,12,774.19354839,,,,11,,,,,,2025-07-01,2025-07-01
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-07-01,"Araucanía Region",154,169,1.0974026,CLP,170,"7 días tras clic o 1 día tras visualización",3,4.73372781,21.25,1005.91715976,,,,45,,,,,,2025-07-01,2025-07-01
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-07-01,"Antofagasta Region",59,67,1.13559322,CLP,56,"7 días tras clic o 1 día tras visualización",,0,0,835.82089552,,,,18,,,,,,2025-07-01,2025-07-01
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-07-01,"Aysén Region",11,11,1,CLP,12,"7 días tras clic o 1 día tras visualización",1,9.09090909,12,1090.90909091,,,,7,,,,,,2025-07-01,2025-07-01
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-07-01,"Los Ríos Region",59,73,1.23728814,CLP,70,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2,6.84931507,14,958.90410959,,,,28,,,,,,2025-07-01,2025-07-01
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-07-01,"Arica y Parinacota Region",9,10,1.11111111,CLP,10,"7 días tras clic o 1 día tras visualización",,0,0,1000,,,,1,,,,,,2025-07-01,2025-07-01
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-07-01,"Los Ríos Region",70,74,1.05714286,CLP,67,"7 días tras clic o 1 día tras visualización",1,8.10810811,11.16666667,905.40540541,,,,25,,,,,,2025-07-01,2025-07-01
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-07-01,"Santiago Metropolitan Region",1,1,1,CLP,2,"7 días tras clic o 1 día tras visualización",,0,0,2000,,,,,,,,,,2025-07-01,2025-07-01
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-07-01,"Coquimbo Region",1,1,1,CLP,1,"7 días tras clic o 1 día tras visualización",,0,0,1000,,,,1,,,,,,2025-07-01,2025-07-01
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-07-01,"Santiago Metropolitan Region",4,4,1,CLP,8,"7 días tras clic o 1 día tras visualización",,0,0,2000,,,,2,,,,,,2025-07-01,2025-07-01
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-07-01,"Bío Bío Region",1,1,1,CLP,2,"7 días tras clic o 1 día tras visualización",,0,0,2000,,,,1,,,,,,2025-07-01,2025-07-01
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-07-01,"Araucanía Region",0,0,0,CLP,0,"7 días tras clic o 1 día tras visualización",,0,0,0,,,,1,,,,,,2025-07-01,2025-07-01
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-07-01,"Arica y Parinacota Region",1,1,1,CLP,0,"7 días tras clic o 1 día tras visualización",,0,0,0,,,,,,,,,,2025-07-01,2025-07-01
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-07-01,"Araucanía Region",1920,2395,1.24739583,CLP,3451,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",65,6.0960334,23.6369863,1440.91858038,,,,784,,,,,,2025-07-01,2025-07-01
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-07-01,"Santiago Metropolitan Region",714,795,1.11344538,CLP,882,"7 días tras clic o 1 día tras visualización",10,4.27672956,25.94117647,1109.43396226,,,,269,,,,,,2025-07-01,2025-07-01
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-07-01,"Magallanes y la Antártica Chilena Region",29,36,1.24137931,CLP,29,"7 días tras clic o 1 día tras visualización",,2.77777778,29,805.55555556,,,,16,,,,,,2025-07-01,2025-07-01
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-07-01,"Maule Region",150,169,1.12666667,CLP,153,"7 días tras clic o 1 día tras visualización",1,2.36686391,38.25,905.32544379,,,,61,,,,,,2025-07-01,2025-07-01
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-07-01,"Tarapacá Region",22,22,1,CLP,21,"7 días tras clic o 1 día tras visualización",,0,0,954.54545455,,,,8,,,,,,2025-07-01,2025-07-01
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-07-01,"Bío Bío Region",2,2,1,CLP,2,"7 días tras clic o 1 día tras visualización",,0,0,1000,,,,,,,,,,2025-07-01,2025-07-01
"publico pucon 1","Video Viral TikTok","campaña ventas HotBoat - Lluvia",2025-07-01,"Los Ríos Region",87,99,1.13793103,CLP,69,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,4.04040404,17.25,696.96969697,,,,35,,,,,,2025-07-01,2025-07-01
"publico pucon 1","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-07-01,"Araucanía Region",1682,2173,1.29191439,CLP,4053,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",28,2.39300506,77.94230769,1865.16336861,,,,428,,,,,,2025-07-01,2025-07-01
"publico pucon 1","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-07-01,"Los Ríos Region",28,29,1.03571429,CLP,35,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1206.89655172,,,,6,,,,,,2025-07-01,2025-07-01
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-07-01,"Santiago Metropolitan Region",2,2,1,CLP,0,"7 días tras clic o 1 día tras visualización",,0,0,0,,,,,,,,,,2025-07-01,2025-07-01
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-07-01,"Maule Region",4,6,1.5,CLP,4,"7 días tras clic o 1 día tras visualización",,0,0,666.66666667,,,,,,,,,,2025-07-01,2025-07-01
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-07-01,"Magallanes y la Antártica Chilena Region",1,1,1,CLP,0,"7 días tras clic o 1 día tras visualización",,0,0,0,,,,,,,,,,2025-07-01,2025-07-01
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-07-01,"Los Lagos Region",4,5,1.25,CLP,4,"7 días tras clic o 1 día tras visualización",,0,0,800,,,,1,,,,,,2025-07-01,2025-07-01
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-07-01,"Coquimbo Region",3,4,1.33333333,CLP,9,"7 días tras clic o 1 día tras visualización",,0,0,2250,,,,1,,,,,,2025-07-01,2025-07-01
"publico pucon 1","Video Viral TikTok","campaña ventas HotBoat - Lluvia",2025-07-01,"Araucanía Region",3099,3529,1.13875444,CLP,3901,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",69,4.42051573,25.00641026,1105.4122981,,,,1109,,,,,,2025-07-01,2025-07-01
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-07-01,"Araucanía Region",2,2,1,CLP,1,"7 días tras clic o 1 día tras visualización",,0,0,500,,,,,,,,,,2025-07-01,2025-07-01
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-07-01,"Valparaíso Region",1,1,1,CLP,1,"7 días tras clic o 1 día tras visualización",,0,0,1000,,,,1,,,,,,2025-07-01,2025-07-01
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-07-01,"Los Ríos Region",3,3,1,CLP,4,"7 días tras clic o 1 día tras visualización",1,33.33333333,4,1333.33333333,,,,1,,,,,,2025-07-01,2025-07-01
"Test Publicos : Temuco","Video Lluvia","campaña ventas HotBoat",2025-07-01,"Araucanía Region",13,16,1.23076923,CLP,51,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,3187.5,,,,2,,,,,,2025-07-01,2025-07-01
"publico pucon 1","Video pareja dcto","campaña ventas HotBoat",2025-07-01,"Araucanía Region",946,1107,1.17019027,CLP,2566,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",19,2.98102981,77.75757576,2317.9765131,,,,372,,,,,,2025-07-01,2025-07-01
"publico pucon 1","Video pareja dcto","campaña ventas HotBoat",2025-07-01,"Los Ríos Region",17,21,1.23529412,CLP,38,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,4.76190476,38,1809.52380952,,,,7,,,,,,2025-07-01,2025-07-01
"publico concepcion","Video explicando servicio corto","campaña ventas HotBoat",2025-07-01,"Bío Bío Region",2247,2473,1.10057855,CLP,2107,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",36,2.91144359,29.26388889,852.00161747,,,,749,,,,,,2025-07-01,2025-07-01
"publico valdivia","Video explicando servicio corto","campaña ventas HotBoat",2025-07-01,"Los Ríos Region",2174,2427,1.11637534,CLP,2133,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",39,3.29625052,26.6625,878.86279357,,,,765,,,,,,2025-07-01,2025-07-01
"Test Publicos : Temuco","Video parejas amor","campaña ventas HotBoat",2025-07-01,"Araucanía Region",503,572,1.13717694,CLP,2247,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",21,4.8951049,80.25,3928.32167832,,,,205,,,,,,2025-07-01,2025-07-01
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-07-01,"Antofagasta Region",2,2,1,CLP,3,"7 días tras clic o 1 día tras visualización",,0,0,1500,,,,2,,,,,,2025-07-01,2025-07-01
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-30,"Antofagasta Region",38,49,1.28947368,CLP,46,"7 días tras clic o 1 día tras visualización",,0,0,938.7755102,,,,13,,,,,,2025-06-30,2025-06-30
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-30,"Valparaíso Region",147,160,1.08843537,CLP,178,"7 días tras clic o 1 día tras visualización",3,5,22.25,1112.5,,,,48,,,,,,2025-06-30,2025-06-30
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-30,"Aysén Region",7,7,1,CLP,5,"7 días tras clic o 1 día tras visualización",,0,0,714.28571429,,,,3,,,,,,2025-06-30,2025-06-30
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-30,"O'Higgins Region",76,83,1.09210526,CLP,66,"7 días tras clic o 1 día tras visualización",3,7.22891566,11,795.18072289,,,,25,,,,,,2025-06-30,2025-06-30
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-30,"Araucanía Region",133,149,1.12030075,CLP,142,"7 días tras clic o 1 día tras visualización",8,8.05369128,11.83333333,953.02013423,,,,46,,,,,,2025-06-30,2025-06-30
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-30,"Atacama Region",15,16,1.06666667,CLP,12,"7 días tras clic o 1 día tras visualización",1,6.25,12,750,,,,3,,,,,,2025-06-30,2025-06-30
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-30,"Bío Bío Region",120,139,1.15833333,CLP,169,"7 días tras clic o 1 día tras visualización",4,7.91366906,15.36363636,1215.82733813,,,,50,,,,,,2025-06-30,2025-06-30
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-30,"Coquimbo Region",44,48,1.09090909,CLP,73,"7 días tras clic o 1 día tras visualización",2,6.25,24.33333333,1520.83333333,,,,17,,,,,,2025-06-30,2025-06-30
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-30,"Los Ríos Region",52,54,1.03846154,CLP,68,"7 días tras clic o 1 día tras visualización",,5.55555556,22.66666667,1259.25925926,,,,20,,,,,,2025-06-30,2025-06-30
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-30,"Arica y Parinacota Region",5,5,1,CLP,11,"7 días tras clic o 1 día tras visualización",,0,0,2200,,,,2,,,,,,2025-06-30,2025-06-30
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-30,"O'Higgins Region",1,1,1,CLP,1,"7 días tras clic o 1 día tras visualización",,100,1,1000,,,,1,,,,,,2025-06-30,2025-06-30
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-30,"Santiago Metropolitan Region",3,3,1,CLP,2,"7 días tras clic o 1 día tras visualización",,0,0,666.66666667,,,,,,,,,,2025-06-30,2025-06-30
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-30,"Atacama Region",0,0,0,CLP,0,"7 días tras clic o 1 día tras visualización",,0,0,0,,,,1,,,,,,2025-06-30,2025-06-30
"publico advantage","Video parejas amor","campaña ventas HotBoat",2025-06-30,"Araucanía Region",1,1,1,CLP,1,"7 días tras clic o 1 día tras visualización",,0,0,1000,,,,,,,,,,2025-06-30,2025-06-30
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-30,"Santiago Metropolitan Region",1,1,1,CLP,2,"7 días tras clic o 1 día tras visualización",,0,0,2000,,,,,,,,,,2025-06-30,2025-06-30
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-30,"Bío Bío Region",2,2,1,CLP,1,"7 días tras clic o 1 día tras visualización",,0,0,500,,,,2,,,,,,2025-06-30,2025-06-30
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-30,"Araucanía Region",1,1,1,CLP,1,"7 días tras clic o 1 día tras visualización",,0,0,1000,,,,1,,,,,,2025-06-30,2025-06-30
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-30,"Arica y Parinacota Region",1,1,1,CLP,1,"7 días tras clic o 1 día tras visualización",,0,0,1000,,,,,,,,,,2025-06-30,2025-06-30
"publico advantage","Video parejas dcto","campaña ventas HotBoat",2025-06-30,"Los Ríos Region",1,1,1,CLP,2,"7 días tras clic o 1 día tras visualización",,0,0,2000,,,,1,,,,,,2025-06-30,2025-06-30
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-06-30,"Los Ríos Region",7,8,1.14285714,CLP,8,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,0,0,1000,,,,4,,,,,,2025-06-30,2025-06-30
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-30,"Magallanes y la Antártica Chilena Region",22,22,1,CLP,23,"7 días tras clic o 1 día tras visualización",1,4.54545455,23,1045.45454545,,,,5,,,,,,2025-06-30,2025-06-30
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-30,"Los Lagos Region",162,182,1.12345679,CLP,152,"7 días tras clic o 1 día tras visualización",4,6.59340659,12.66666667,835.16483516,,,,54,,,,,,2025-06-30,2025-06-30
"publico pucon 1","Video explicando servicio corto","campaña ventas HotBoat",2025-06-30,"Araucanía Region",115,131,1.13913043,CLP,217,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2,3.05343511,54.25,1656.48854962,,,,44,,,,,,2025-06-30,2025-06-30
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-30,"Maule Region",115,129,1.12173913,CLP,119,"7 días tras clic o 1 día tras visualización",2,3.87596899,23.8,922.48062016,,,,41,,,,,,2025-06-30,2025-06-30
"publico advantage","Video Lluvia","campaña ventas HotBoat",2025-06-30,"Araucanía Region",1,1,1,CLP,5,"7 días tras clic o 1 día tras visualización",,0,0,5000,,,,1,,,,,,2025-06-30,2025-06-30
"publico pucon 1","Video Viral TikTok","campaña ventas HotBoat - Lluvia",2025-06-30,"Araucanía Region",4061,4623,1.13838956,CLP,4560,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",54,3.11486048,31.66666667,986.3724854,,,,1409,,,,,,2025-06-30,2025-06-30
"publico advantage","Video explicando servicio corto","campaña ventas HotBoat",2025-06-30,"Santiago Metropolitan Region",579,619,1.06908463,CLP,843,"7 días tras clic o 1 día tras visualización",20,7.43134087,18.32608696,1361.87399031,,,,226,,,,,,2025-06-30,2025-06-30
"publico pucon 1","Video Viral TikTok","campaña ventas HotBoat - Lluvia",2025-06-30,"Los Ríos Region",100,111,1.11,CLP,75,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,6.30630631,10.71428571,675.67567568,,,,45,,,,,,2025-06-30,2025-06-30
"publico pucon 1","Video Lluvia","campaña ventas HotBoat - Lluvia",2025-06-30,"Los Ríos Region",37,49,1.32432432,CLP,82,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2,8.16326531,20.5,1673.46938776,,,,17,,,,,,2025-06-30,2025-06-30
